Time Offset,CAN_ID,DLC,Payload 
0.118834,0x00F0,8,0000000000000000
0.119652,0x0100,8,4B54E2A2CFA64308
0.119926,0x0101,8,D1D794739E6B657D
0.123095,0x0200,8,18C3DB8F8A06AE26
0.128052,0x0200,8,192B08D56DA614B8
0.130222,0x0100,8,F95EBD28DBB30025
0.133483,0x0200,8,1A39DB5CCCF6BBDB
0.138514,0x0200,8,1BF7DB44E3778B4B
0.139651,0x0101,8,8DE8C6F72B09BF13
0.139704,0x0100,8,9F9DB7C9C8F98794
0.143178,0x0200,8,1CF73C658F38845F
0.148214,0x0200,8,1D6CB5ADADB01198
0.14962,0x0100,8,79016C2A2EA434B4
0.150725,0x0018,8,0000000000000000
0.152824,0x0200,8,1EAA605FFF0C8E8F
0.157842,0x0200,8,1F81EEF597C6F709
0.158655,0x00F0,8,0000000000000000
0.159113,0x0100,8,0292583A3DC990B6
0.159141,0x0101,8,CF3645AE581894AC
0.162502,0x0200,8,20C7386E0DC1939A
0.167833,0x0200,8,21F9C3D1185F7285
0.168508,0x0100,8,C84E89B1C6F6C23E
0.173051,0x0200,8,2225BD04FF6F6D9B
0.177795,0x0200,8,236697D5F87F2554
0.178839,0x0101,8,A99DE7A5A1BAC774
0.179465,0x0100,8,B5D1A7ED96797300
0.182605,0x0200,8,24287F27A01B0C42
0.187201,0x0200,8,25AD2E55B2AAFDCB
0.189274,0x0100,8,6E35DB3C72CE01BD
0.192648,0x0200,8,2629051DA781BDB9
0.196999,0x0300,8,F7EF829A9851EF09
0.197496,0x0200,8,27BEBD1021F5C3E5
0.19758,0x00F0,8,0000000000000000
0.19804,0x0101,8,4E67E2965BF9A103
0.199418,0x0018,8,0000000000000000
0.199632,0x0100,8,53855CDDE81F61E7
0.20031,0x0201,8,4D6CA29D8BAC6E7F
0.202459,0x0200,8,2842D9ECB0217906
0.207795,0x0200,8,297D674A1708BC4B
0.208778,0x0100,8,C59AD71CD45E0DCB
0.212481,0x0200,8,2A1A8E8B4EFD82E1
0.217801,0x0200,8,2B3B82400E771D95
0.218476,0x0100,8,43B007F48ED5E476
0.218971,0x0101,8,8AC394DAAE1CF5EE
0.222669,0x0200,8,2CA0F9E69A8F3614
0.227222,0x0200,8,2DA26EA28999AB17
0.229474,0x0100,8,C96D18E0538EEB2D
0.231991,0x0200,8,2E63BC8BD48B51CA
0.237155,0x0200,8,2F9C89825CED3BFB
0.237785,0x00F0,8,0000000000000000
0.238725,0x0100,8,FBCF99E27ABB59D8
0.239381,0x0101,8,560278BEA17E6B77
0.242202,0x0200,8,30F1A123B14A60AC
0.246978,0x0200,8,31045D3A28C713A3
0.24742,0x0018,8,0000000000000000
0.247777,0x0100,8,E6F25B04C6EDFF84
0.2522,0x0200,8,3218869DF27A03F6
0.25759,0x0200,8,3352312ECC9A263E
0.257992,0x0100,8,B8382C2ED4BC5E77
0.260282,0x0101,8,B7D90B67816AD421
0.262712,0x0200,8,349B7ACD8AC9C915
0.26706,0x0100,8,02DA9ABA6B32046C
0.267416,0x0200,8,352E7D1F44E6D8C9
0.272288,0x0200,8,365D6CBB24FDCDEC
0.277095,0x0100,8,D16E6A24BE79E738
0.277607,0x0200,8,374D0730054072D0
0.278898,0x00F0,8,0000000000000000
0.280654,0x0101,8,2A3469D226604686
0.282771,0x0200,8,38564E37CBAD39FA
0.287068,0x0100,8,DB423DE3A0F17A37
0.287494,0x0200,8,395F19854A87FCAA
0.292845,0x0200,8,3AD88A973E11935C
0.297307,0x0300,8,47B0F12774553F7D
0.297857,0x0200,8,3B10CED7892FFA62
0.297901,0x0100,8,4E77673F78902DF4
0.299313,0x0018,8,0000000000000000
0.301124,0x0101,8,FB73E9A931F3B3DE
0.302729,0x0200,8,3CF984815DA9D8CE
0.307447,0x0200,8,3D356E97B8D7AB50
0.307914,0x0100,8,71E14FE30142949B
0.312141,0x0200,8,3EF19A9E9B282619
0.31729,0x0200,8,3FCC63AAE5DCEB7D
0.318029,0x0100,8,14E4CE7FC1349A07
0.318322,0x00F0,8,0000000000000000
0.320248,0x0101,8,1C320C2CAA1152EF
0.322539,0x0200,8,4000D5412F114D70
0.327389,0x0200,8,41359FAD8F6024CA
0.327791,0x0100,8,1485D7BBBA186809
0.331941,0x0200,8,426BA6FE08C46C91
0.336862,0x0200,8,43239237B23CBA08
0.337503,0x0100,8,F97E4E17B5738BD7
0.340698,0x0101,8,39E495C33D1E64AA
0.341575,0x0200,8,443106DE0BDBF727
0.346929,0x0200,8,4537C6CDBA36BF4C
0.347709,0x0100,8,89571A1199D58919
0.349592,0x0018,8,0000000000000000
0.352264,0x0200,8,46754D56810451B1
0.357127,0x00F0,8,0004000000000000
0.35734,0x0200,8,473F33F42DDDAA2F
0.358607,0x0100,8,E08BBDAAAFB04572
0.361691,0x0101,8,1C26711BF7F5E831
0.362638,0x0200,8,486BC84C6DB73A97
0.367958,0x0200,8,491582457A265B11
0.368161,0x0100,8,2B8958B5BCFE4086
0.372596,0x0200,8,4ABC6B1E939EFE69
0.377367,0x0200,8,4B9957E7D65E1A19
0.378815,0x0100,8,23002D61F48B0F29
0.380819,0x0101,8,FB5FBB2C23E02BC3
0.382432,0x0200,8,4CB3BEAB715291CC
0.387914,0x0200,8,4D54953A47CDEBB2
0.388796,0x0100,8,24BA94E83D61344D
0.392643,0x0200,8,4E10C34B55357247
0.397386,0x0200,8,4F019B5C92A1753D
0.397518,0x00F0,8,0004000000000000
0.398373,0x0100,8,8C0727622AF63D2F
0.399532,0x0300,8,BC101600F784E8C1
0.400657,0x0101,8,CC632B3093D41EB5
0.400813,0x0201,8,0DF3667EF23B1899
0.402532,0x0200,8,508A13083AD5A64E
0.407428,0x0200,8,51BDE6D00943D0A4
0.408389,0x0100,8,82CE4DC40FDCB8CC
0.41238,0x0200,8,5299B3357596164C
0.417129,0x0200,8,53C6FE62A784FD61
0.417587,0x0100,8,357219A1F3143E27
0.419902,0x0101,8,D487E58415C436C2
0.422066,0x0200,8,54CF7055E971DD4F
0.426962,0x0200,8,55319507D2765E4E
0.427771,0x0100,8,94F7D21C3956354B
0.431644,0x0200,8,56E6819531B08FB6
0.436532,0x0200,8,579FE4D1C7D19E89
0.436944,0x00F0,8,0004000000000000
0.438766,0x0100,8,7D205AC13301F4CB
0.440737,0x0101,8,B1DF63684E1CC5EA
0.441378,0x0200,8,585E89D962A9F360
0.446696,0x0200,8,597809E5D113E6CE
0.447458,0x0018,8,0000000000000000
0.447951,0x0100,8,55FC9F69E21963AB
0.451434,0x0200,8,5A5746E31FB0854A
0.456928,0x0200,8,5B73783D23FAE759
0.458023,0x0100,8,38EE4FA3E8FEC372
0.460454,0x0101,8,D1D33A04201689FA
0.462368,0x0200,8,5C794E07E8D96A65
0.467779,0x0200,8,5D832F93602EDE49
0.468872,0x0100,8,D74BF3FE40E13550
0.477074,0x00F0,8,0004000000000000
0.477563,0x0200,8,5FC68BD5BC1982F0
0.47859,0x0100,8,4E3DFB3E87C3C855
0.479481,0x0101,8,B4BB0B19D95DCE76
0.482513,0x0200,8,60992AC0B71F42F9
0.487795,0x0100,8,495423EFF656C4B6
0.487947,0x0200,8,61C17BCA8073BE60
0.493023,0x0200,8,62BF5EC963C43DCA
0.495632,0x0018,8,0000000000000000
0.497756,0x0200,8,632C2FA32C5B82E4
0.498405,0x0100,8,83DEE5AF8B715530
0.499413,0x0300,8,4A1BC558757F594B
0.50021,0x0101,8,2E5C7BAE31C9994F
0.502495,0x0200,8,643282517503487C
0.507328,0x0200,8,6563DBFF3AF8229C
0.508358,0x0100,8,A3C6B652DFA4402E
0.512801,0x0200,8,66F072F02A85CA53
0.518013,0x0200,8,67B3FD5A34643C78
0.518317,0x00F0,8,0004000000000000
0.518829,0x0100,8,752397752B6C1850
0.521206,0x0101,8,1F8E20D9015167E0
0.523495,0x0200,8,68F24766489899C1
0.528442,0x0200,8,69DA7F195A8E6F6A
0.529571,0x0100,8,FA769BCA0CE2E0A4
0.533569,0x0200,8,6A82649BC2456503
0.538531,0x0200,8,6B415AC8D4714930
0.539381,0x0100,8,8D05DB0839B6E1CF
0.541518,0x0101,8,13CCD137A85244A3
0.543936,0x0200,8,6C3CD111EE4198EE
0.546701,0x0018,8,0000200000000000
0.549199,0x0200,8,6D16C93FA3B21BBE
0.549406,0x0100,8,767E401C5A3EF711
0.554105,0x0200,8,6EB62635A6D1F1A3
0.557394,0x00F0,8,0004000000000000
0.558595,0x0100,8,4A9A40DC60CD5C70
0.559358,0x0200,8,6FBB5A731E7609AD
0.562136,0x0101,8,6CB04A4A22128AF8
0.564438,0x0200,8,703A8842B822A3AA
0.56857,0x0100,8,A13F1514B1B6E177
0.569147,0x0200,8,7123A0E13EF92C3A
0.574565,0x0200,8,72FFCC2D867362E0
0.578526,0x0100,8,1DFA268285A31B84
0.579482,0x0200,8,73938FADCB8B8827
0.582548,0x0101,8,F42EBDC572535874
0.584554,0x0200,8,747033E48A83D357
0.58757,0x0100,8,89B1BE89B8B55F4A
0.589383,0x0200,8,7507B2FA97DF0B50
0.594614,0x0200,8,76FA87F12837DEAE
0.596882,0x00F0,8,0004000000000000
0.597814,0x0100,8,31C37AB39CB27A32
0.598629,0x0018,8,0000200000000000
0.600009,0x0201,8,C5C3574B71833FB5
0.600113,0x0200,8,77405B8BF3197D07
0.600581,0x0300,8,F66C9EB56F59035D
0.603101,0x0101,8,2CC1C9EC01B22660
0.607727,0x0100,8,E82F2CF1E4D771F3
0.610788,0x0200,8,798377E6D34646FE
0.616093,0x0200,8,7AAEC6FA24CF31A2
0.618333,0x0100,8,8B84F975C31E78A4
0.621398,0x0200,8,7B83463457CDD2E8
0.623809,0x0101,8,A099194A4806CB4B
0.62651,0x0200,8,7C46EF36FF222C38
0.628494,0x0100,8,DA32297A88009514
0.631851,0x0200,8,7DDE745DAB2F52E8
0.635993,0x00F0,8,0004000000000000
0.637223,0x0200,8,7E54025C5501C62D
0.639454,0x0100,8,1112A59ECC9A858C
0.642011,0x0200,8,7FE1FC7E5E7AAF2F
0.643393,0x0101,8,8B0DD96B5BDA6734
0.647026,0x0018,8,0000200000000000
0.647494,0x0200,8,80B91F95D062E3E2
0.648832,0x0100,8,350A96BF91024F52
0.652913,0x0200,8,8172C4BF48A395C0
0.657827,0x0200,8,8264927E857941CD
0.658675,0x0100,8,DACAD897D2FD4929
0.662561,0x0200,8,839C0861095EF537
0.663797,0x0101,8,C2868FC8762DABFF
0.667853,0x0200,8,84CAF091D595FA68
0.66872,0x0100,8,AFE63BB825600710
0.673219,0x0200,8,858FDBEF1AF71FF3
0.676965,0x00F0,8,0000000000000000
0.678432,0x0200,8,86571A55884F1E8E
0.679262,0x0100,8,E03F42BD2EA7BA5F
0.683191,0x0101,8,3D6DABC2A8B93D5F
0.683917,0x0200,8,87E468499B9F02E8
0.68908,0x0200,8,884A1A1E020757F7
0.68911,0x0100,8,F5C76A49ABD587F9
0.694156,0x0200,8,89CC4AE4B344592F
0.695223,0x0018,8,0000200000000000
0.698829,0x0200,8,8A1D080DCB231E8A
0.699086,0x0100,8,1C6EE9AC7F333A81
0.703226,0x0300,8,03610248BE208E58
0.703331,0x0200,8,8B23FB570AC43448
0.70409,0x0101,8,7B18106977577E5E
0.708569,0x0200,8,8CF4E1D382065A59
0.709203,0x0100,8,4BD53105529CA6CB
0.713983,0x0200,8,8D32F0ACC9DA433F
0.715861,0x00F0,8,0000000000000000
0.71832,0x0100,8,08D6DAC5A53F9FCA
0.718939,0x0200,8,8EED851D8C39B3CC
0.723779,0x0200,8,8FD745FA3FFFF683
0.724487,0x0101,8,49470B43C2C0163C
0.728245,0x0100,8,B643C7E38A43516F
0.728533,0x0200,8,90D2585BB64F06B7
0.73362,0x0200,8,913A2B392E460EC7
0.737536,0x0100,8,A4962B3F9607AD92
0.738661,0x0200,8,92B298735258CB83
0.743335,0x0018,8,0000200000000000
0.743578,0x0200,8,933A00D1CED79840
0.745249,0x0101,8,89BCA28B9B4E2AE5
0.747309,0x0100,8,194FC9DBAF9A6FF3
0.753397,0x0200,8,958BFA49697A012D
0.756845,0x00F0,8,0000000000000000
0.758093,0x0200,8,96C9C218A2A1BC20
0.758171,0x0100,8,D6CB9849696A087A
0.76337,0x0200,8,9711BC3CE8BC23F1
0.765048,0x0101,8,E6665231618A7481
0.768251,0x0200,8,98DDC253B945758F
0.769029,0x0100,8,6865D2CF249C20C6
0.773239,0x0200,8,9951224B2999465B
0.77782,0x0200,8,9ABA848E900AA83F
0.779722,0x0100,8,357C1906F959E44B
0.784909,0x0101,8,97C143C7D1D434EA
0.788337,0x0200,8,9C9FB4CF6661AD62
0.790353,0x0100,8,8175CFA4F01459D1
0.793376,0x0018,8,0000200000000000
0.793595,0x0200,8,9DFF8692214CB4FC
0.796772,0x00F0,8,0000000000000000
0.798319,0x0200,8,9E2776DBE78C4B9F
0.800748,0x0100,8,C15241C2CA433A1B
0.803343,0x0200,8,9F222A176F69E5E7
0.803687,0x0201,8,A007A741B20023B6
0.805182,0x0101,8,9504028219748683
0.808284,0x0200,8,A0228027001ABFC3
0.810192,0x0100,8,6A9961AA8EAB436F
0.812995,0x0200,8,A14891BEC5C90AAD
0.818428,0x0200,8,A2C1C4C1CE922134
0.8207,0x0100,8,4DCF28619F3C79E2
0.823052,0x0200,8,A32EDB9AC87A9B80
0.824643,0x0101,8,06C5240341A28179
0.828194,0x0200,8,A449B3FB7C9E3178
0.831373,0x0100,8,6C69D61F649B1D80
0.833403,0x0200,8,A512819DE2B0133A
0.836065,0x00F0,8,0000000000000000
0.838818,0x0200,8,A67DDEFC4BA8869C
0.840893,0x0100,8,094891F9CA56AE7A
0.843645,0x0200,8,A71E763F924CB62E
0.844491,0x0018,8,0000200000000000
0.845061,0x0101,8,7A2A99B9849155D6
0.848927,0x0200,8,A8F13CFBBC979FF4
0.850276,0x0100,8,2CDC22FF5B052562
0.854283,0x0200,8,A982FDD339F1AA7A
0.859339,0x0200,8,AACA5C7C3385D4DB
0.859855,0x0100,8,DFDECB250803336E
0.864431,0x0200,8,AB2062DF6534D92E
0.864623,0x0101,8,41D8B6828CED1DB0
0.869222,0x0200,8,AC2D574264E12A73
0.869846,0x0100,8,DD396BA04986859C
0.873997,0x0200,8,AD5AC0219464CC14
0.877028,0x00F0,8,0000000000000000
0.878527,0x0200,8,AE117C0A35629224
0.880251,0x0100,8,227E85B5FC5F93B8
0.883408,0x0200,8,AF8192278A81D731
0.885118,0x0101,8,34B6E194F303F1BB
0.888906,0x0200,8,B06B3D4260124E75
0.89086,0x0100,8,C6B787F8A432880E
0.893268,0x0018,8,0000200000000000
0.893484,0x0200,8,B194A11F18F6B5B1
0.898493,0x0200,8,B2308D974864BA2C
0.899845,0x0300,8,C892D07B19B09D00
0.901173,0x0100,8,940054CE435FC6A4
0.903893,0x0200,8,B331024A29B9BA6B
0.905434,0x0101,8,1DF29EBBFA5B7C6B
0.908844,0x0200,8,B438E556061D5074
0.911134,0x0100,8,703A640E48E3763A
0.914329,0x0200,8,B565721E275E8BE6
0.917554,0x00F0,8,0000000000000000
0.91924,0x0200,8,B68CA86EEEA52870
0.920444,0x0100,8,28EDAB22839364E7
0.924021,0x0200,8,B7DF63C4EE1DBE9C
0.925575,0x0101,8,ED9E1CD6DCB40EC6
0.929122,0x0200,8,B8285144D8260421
0.934514,0x0200,8,B9B43587A9BF1AF7
0.939689,0x0200,8,BA1ABB4F84F66C27
0.940585,0x0100,8,F40431159399DA09
0.942025,0x0018,8,0000200000000000
0.944245,0x0200,8,BB7F6397C14C7CED
0.945511,0x0101,8,929F7438E9813F94
0.948786,0x0200,8,BCC2795AF5A89AD2
0.950542,0x0100,8,ABF89F83F6077458
0.953949,0x0200,8,BD6173140B27E1AF
0.956892,0x00F0,8,0000000000000000
0.959445,0x0200,8,BEC972015E19DD6D
0.959563,0x0100,8,0BA3FBC67C5B76CF
0.964008,0x0200,8,BF5EB99B4EA5F35A
0.965619,0x0101,8,A1A7858D07613887
0.968675,0x0200,8,C09CC999D6401836
0.969496,0x0100,8,DBCA82E79C08BE66
0.973819,0x0200,8,C18EACA91EDC6729
0.978339,0x0200,8,C222CE79C01B9565
0.979559,0x0100,8,2C6FC9355E7E495A
0.983529,0x0200,8,C32FC86A47B012B8
0.985627,0x0101,8,24A9DE9B537AF8DF
0.98883,0x0200,8,C4A0B6FA7B4A5EB9
0.989187,0x0100,8,0C28ADF27830F176
0.992858,0x0018,8,0000200000000000
0.994093,0x0200,8,C59893663B074F7C
0.996158,0x00F0,8,0000000000000000
0.999109,0x0200,8,C6DC0744D756C1AC
0.999169,0x0100,8,26F5B79BD56949BD
1.001635,0x0300,8,A1207EA0689F3130
1.002786,0x0201,8,E95519CC5FF8D81D
1.003737,0x0200,8,C71CEC4D10E622C0
1.005155,0x0101,8,70DEA9407A1EA9BC
1.00863,0x0100,8,4E8AE1377F5235DC
1.008707,0x0200,8,C814985B04A3F22A
1.013371,0x0200,8,C90682CB4C5886DF
1.01812,0x0200,8,CAE43A76179F67AD
1.018271,0x0100,8,89856FE25CD8761A
1.023586,0x0200,8,CB9B3C8EE6162610
1.025885,0x0101,8,CDC09CCAF1C4D335
1.02879,0x0100,8,BA2B71E2865AE45E
1.028878,0x0200,8,CC5D6AB4B40ABBAF
1.033895,0x0200,8,CD0539CEFB8CE788
1.036854,0x00F0,8,0004000000000000
1.038849,0x0200,8,CE4576F2057767A4
1.039434,0x0100,8,98A72F94576FB1CA
1.043594,0x0200,8,CF0F9BDB6972062C
1.044783,0x0018,8,0000000000000000
1.046543,0x0101,8,58F8B9CB874F92E9
1.048108,0x0200,8,D0B5EBE55F2FEC10
1.048952,0x0100,8,060DC3419D7763AF
1.052697,0x0200,8,D16E24A2C4703D63
1.057723,0x0200,8,D2A8ABA9942FF57A
1.059165,0x0100,8,FB7A9ED5F83E62EB
1.062373,0x0200,8,D35B9EE4C84642EC
1.067001,0x0101,8,4E45BDA735790E4B
1.067058,0x0200,8,D4E83A7CD37F0089
1.069529,0x0100,8,171EA9A95470A6B7
1.071903,0x0200,8,D56A87EEE6D93F27
1.076735,0x0200,8,D6DD7098A6510D73
1.078807,0x0100,8,C555D5C9D27CD8C5
1.081616,0x0200,8,D7A588C076D347CB
1.086511,0x0200,8,D855061B4D095DBE
1.086604,0x0101,8,F0E85E25E85BEF2B
1.088396,0x0100,8,CA53AE3B2A9F84C0
1.091715,0x0200,8,D9F97CFE243BF6AC
1.096509,0x0200,8,DAEFE8F2767740B9
1.096545,0x0018,8,0000000000000000
1.098361,0x0100,8,C2FBEBAD0202C257
1.10126,0x0200,8,DBC3E6ED976B0C36
1.104233,0x0300,8,8369E346E76103F6
1.106188,0x0200,8,DC82992484A92C61
1.107279,0x0101,8,C2786ACC71338999
1.10902,0x0100,8,72DF2C59D9D83BE0
1.111252,0x0200,8,DD828E5F03B6499B
1.116395,0x0200,8,DEE552F62098F928
1.118444,0x0100,8,4C52D77BE3018F15
1.119809,0x00F0,8,0004000000000000
1.121503,0x0200,8,DF067622A1B3A383
1.126242,0x0200,8,E0A94279233B2937
1.127555,0x0100,8,E65EF563E163A209
1.128224,0x0101,8,9AF49954B9F575C5
1.13144,0x0200,8,E1B6A3F75534F926
1.136608,0x0200,8,E2C716EC93C840C2
1.141634,0x0200,8,E3EDC6DEF8D87B0A
1.146944,0x0200,8,E466C3AB7DB9AE35
1.147099,0x0018,8,0000000000000000
1.148901,0x0100,8,AE8D94EDE35B66BB
1.14901,0x0101,8,CA0F091BBDAC7909
1.151446,0x0200,8,E5FCD8D95B0484C3
1.156699,0x0200,8,E681CAB2D47D490F
1.15903,0x0100,8,D9C1C33451BA3731
1.159363,0x00F0,8,0004000000000000
1.161289,0x0200,8,E70F854A1AFF178F
1.165832,0x0200,8,E80EE9BBFC5E01B2
1.169679,0x0101,8,43F9EAF34925B982
1.169771,0x0100,8,53A0A3BCEF08D5A5
1.171158,0x0200,8,E9A6446A26B2B514
1.176638,0x0200,8,EAFFC5A02E6A1657
1.179935,0x0100,8,D1D59D10AFFE8C43
1.181739,0x0200,8,EB29BE74DC12B06A
1.186393,0x0200,8,EC6AAC146E6F8E95
1.188953,0x0100,8,27155A880643D23C
1.189286,0x0101,8,3763D879A25872A1
1.191093,0x0200,8,EDE6F371D35FB921
1.195748,0x0200,8,EE39E6EC57DF79D3
1.198756,0x0100,8,118EF3E4130FDF13
1.198784,0x0018,8,0000000000000000
1.199814,0x0201,8,89ED833F4164F955
1.200747,0x00F0,8,0004000000000000
1.201036,0x0200,8,EF3958A77BF510F7
1.201783,0x0300,8,96E5985CE9FBB06A
1.205974,0x0200,8,F023A055BA339391
1.208404,0x0100,8,D6489C399B55305A
1.209867,0x0101,8,827BBBB5599E8B81
1.211,0x0200,8,F1132A05879DD2F3
1.215728,0x0200,8,F200C0A4ACC876EC
1.218355,0x0100,8,03828F02FE76F3CD
1.220952,0x0200,8,F380F22D69CD1BB8
1.226375,0x0200,8,F47B6417E1FE3BDB
1.229013,0x0101,8,F06ED9819572E319
1.229108,0x0100,8,533A0F4C9E71525E
1.230988,0x0200,8,F5D7046EB9B239D8
1.236107,0x0200,8,F63E3B0B1D5D4CE3
1.239857,0x0100,8,91212AB0703DA23B
1.240691,0x0200,8,F7C67F569174ED9D
1.241455,0x00F0,8,0004000000000000
1.245256,0x0200,8,F87691041ECE9EDC
1.248202,0x0018,8,0000000000000000
1.249158,0x0101,8,E6E31165159FC0CF
1.250502,0x0100,8,7EB6A193056CE30A
1.250619,0x0200,8,F9DDAFC11B306B21
1.255917,0x0200,8,FA5ADFF63A18A0DB
1.25991,0x0100,8,84280314E41A19DA
1.261091,0x0200,8,FB0432D19951C103
1.265779,0x0200,8,FC7421F528A9D3AF
1.268491,0x0101,8,2D0E047324AC73E0
1.270541,0x0200,8,FD01781A18A0A1EE
1.270825,0x0100,8,3859F3188E8D2694
1.275263,0x0200,8,FEC8CE1BD0E47647
1.279941,0x0100,8,E6C8C3391A43E512
1.280195,0x00F0,8,0004000000000000
1.28065,0x0200,8,FF9CFA19D5DF645C
1.285694,0x0200,8,008DEEC3BDC10B09
1.288688,0x0101,8,CBCCB419141D034E
1.289479,0x0100,8,533DC1A415B6E7E9
1.291076,0x0200,8,0114A44C33DAC517
1.295876,0x0200,8,02F8E7082CB5B323
1.299763,0x0100,8,AB19F1FEC4A70FE0
1.299851,0x0018,8,0000000000000000
1.301362,0x0300,8,EE1CFCBF838AFD7E
1.305522,0x0200,8,04F7253EE2EB440C
1.308674,0x0101,8,818F55653C56B8DA
1.309973,0x0100,8,0E58BF8F9273A653
1.31045,0x0200,8,0509CC3D102DF91A
1.315597,0x0200,8,06FD42FE79B719E5
1.320114,0x0200,8,0782F9BB3A22DB11
1.320171,0x0100,8,981432D2A836BE77
1.320476,0x00F0,8,0004000000000000
1.325156,0x0200,8,08AD070FF076B578
1.329173,0x0101,8,FE019DB897171805
1.329693,0x0200,8,09FBD9ABF2544395
1.330657,0x0100,8,86578242CE4E3230
1.334583,0x0200,8,0AE900711C1A56C3
1.339528,0x0200,8,0B94F33259E55B1F
1.34127,0x0100,8,C9D2E04E85C6CC26
1.344974,0x0200,8,0C44F0DE54D2DB30
1.349678,0x0101,8,D7EBD848491F22AC
1.349746,0x0200,8,0D3EE613514A9AB6
1.350234,0x0018,8,0000000000000000
1.350757,0x0100,8,F37A890C431EB149
1.354767,0x0200,8,0EEACACDD30403D7
1.360108,0x00F0,8,0000000000000000
1.360109,0x0100,8,2DFC5A7859520D79
1.360217,0x0200,8,0F93C4154CC915DD
1.365485,0x0200,8,10ECDA6D6480F6C6
1.369187,0x0100,8,116686C22C2D4391
1.370415,0x0101,8,02735C3CBAB4E66F
1.370706,0x0200,8,11802EFD1D7A5F58
1.375217,0x0200,8,12BD338E2B93E204
1.380054,0x0200,8,139AA52C81E424E2
1.38007,0x0100,8,C3E6DC6A5158EF85
1.3846,0x0200,8,14065164EA3BF48E
1.389798,0x0100,8,80BEC37E22838ACB
1.389978,0x0200,8,15BDC286AB241477
1.390966,0x0101,8,F5538770BD3F4D57
1.394673,0x0200,8,164886A9F979F45F
1.3992,0x0200,8,17E9A374911F0229
1.399675,0x0100,8,D9FD5B4F9DAD6681
1.399992,0x0201,8,2F9847FFBDF8AEE8
1.400418,0x0018,8,0000000000000000
1.400455,0x0300,8,3FB5DEA49ABBB6F9
1.400736,0x00F0,8,0000000000000000
1.403993,0x0200,8,1859085F1E9F9449
1.408723,0x0100,8,4899C352F95B4A0F
1.408756,0x0200,8,19CF45E1F18A6CD8
1.411404,0x0101,8,AF6D9229E55E5603
1.413519,0x0200,8,1A92EA673548DCED
1.418891,0x0200,8,1B1ACBC74541A2AD
1.418907,0x0100,8,BDC19D5FA8656F1A
1.423862,0x0200,8,1C714C2C54B85CAA
1.428799,0x0200,8,1D93633AD2E0B239
1.429898,0x0100,8,D79301D62C5742F9
1.430698,0x0101,8,8086D1A66B39BB48
1.434104,0x0200,8,1E3BE1D68C3A9BA7
1.439458,0x0100,8,64BC1DB3719F5F02
1.439461,0x0200,8,1F3FFBB66DDA5713
1.4421,0x00F0,8,0000000000000000
1.44401,0x0200,8,20166EE870E6DA7B
1.449176,0x0200,8,2193E93094051620
1.449251,0x0018,8,0000000000000000
1.449533,0x0100,8,560F5D8D069E8C3C
1.450032,0x0101,8,595D906212989F0E
1.454471,0x0200,8,2268F3090CA352BD
1.459362,0x0100,8,EC4D8CE4C7668A22
1.459684,0x0200,8,230057BA65380009
1.464802,0x0200,8,24B77C9C0CA84776
1.469401,0x0101,8,E088561A86DD44B0
1.470012,0x0200,8,252124BA86B71838
1.470167,0x0100,8,2A936902F82892F4
1.475258,0x0200,8,260FA5695389F01B
1.480102,0x0100,8,9211772DC305A637
